TÍTULO,USO QUE AMPARA EL TÍTULO,TITULAR,FECHA DE REGISTRO,AUTORIDAD QUE EMITE EL ACTO
815508,AGR͍COLA,MANUEL DE JESUS LEAL MAYORGA,2019-11-26,DIRECCIÓN LOCAL DURANGO
815510,SERVICIOS,VICTOR VALDEZ ESCOBEDO,2019-12-02,DIRECCIÓN LOCAL DURANGO
815512,PECUARIO,JUANA VILLA PEREZ,2019-12-05,DIRECCIÓN LOCAL DURANGO
815535,AGR͍COLA,MARISA GARCIA SILVA,2021-01-18,ORGANISMO DE CUENCA FRONTERA SUR
815547,SERVICIOS,COMISION DE CAMINOS E INFRAESTRUCTURA HIDRAULICA,2020-04-09,ORGANISMO DE CUENCA FRONTERA SUR
815548,SERVICIOS,"MUNICIPIO DE ANGEL ALBINO CORZO, CHIAPAS",2020-07-17,ORGANISMO DE CUENCA FRONTERA SUR
815556,AGR͍COLA,JOSE MARIN VAZQUEZ MORALES,2020-12-16,ORGANISMO DE CUENCA FRONTERA SUR
815558,SERVICIOS,SISTEMA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO TUXTLA GUTIERREZ,2020-04-24,ORGANISMO DE CUENCA FRONTERA SUR
815561,AGR͍COLA,CARLOS EDUARDO OROZCO JASSO,2020-04-07,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
815570,AGR͍COLA,DAVID GAITAN ROMERO,2019-11-22,DIRECCIÓN LOCAL COLIMA
815571,AGR͍COLA,LIDIA IRENE RAMOS ROJO,2020-02-13,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
815573,AGR͍COLA,IXCHEL ALEJANDRA FLORES PEREZ,2020-07-03,ORGANISMO DE CUENCA GOLFO CENTRO
815574,AGR͍COLA,RAMON SALMORAN CARRILLO,2020-07-20,ORGANISMO DE CUENCA GOLFO CENTRO
815575,AGR͍COLA,FRANCISCO MARTINEZ GARCIA,2020-01-09,DIRECCIÓN LOCAL MICHOACÁN
815579,AGR͍COLA,ROGELIO CARDONA TERCERO,2019-12-06,DIRECCIÓN LOCAL MICHOACÁN
815581,SERVICIOS,MIGUEL JIMENEZ AYALA,2019-12-06,ORGANISMO DE CUENCA GOLFO CENTRO
815587,AGR͍COLA,DILMAR SANTIAGO GARCIA,2020-06-02,ORGANISMO DE CUENCA FRONTERA SUR
815588,PÚBLICO URBANO,MUNICIPIO DE VENUSTIANO CARRANZA PUEBLA,2020-12-10,DIRECCIÓN LOCAL PUEBLA
815589,AGR͍COLA,FERNANDO CABRANES IRIARTE,2020-04-18,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
815593,AGR͍COLA,EDICIEL SANTIAGO HERNANDEZ,2020-04-24,ORGANISMO DE CUENCA FRONTERA SUR
815596,AGR͍COLA,ROSEMBERG PEREZ AGUILAR,2020-04-08,ORGANISMO DE CUENCA FRONTERA SUR
815627,SERVICIOS,ROSA ELVIRA SANCHEZ HERNANDEZ,2020-03-06,DIRECCIÓN LOCAL MICHOACÁN
815630,AGR͍COLA,PABLO ARNOLDO GOMEZ CARDOSA,2020-06-04,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
815647,AGR͍COLA,BENITO RIOS ARZOLA,2019-12-26,DIRECCIÓN LOCAL DURANGO
815649,SERVICIOS,"UNION DE PERMISIONARIOS PARA EXTRACCION DE ARENA DEL RIO TAMPAON, S.C.L.",2019-11-27,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
815657,SERVICIOS,CASCADAS DE TAMASOPO FORTHER S.C.P.B.S. DE R.L. DE C.V.,2020-03-30,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
815658,AGR͍COLA,MIGUEL ANGEL CHAIREZ MOLINA,2020-04-17,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
815661,SERVICIOS,"LA TRINIDAD SOLAR DOS, S.A.P.I. DE C.V.",2019-12-26,DIRECCIÓN LOCAL DURANGO
815676,DOMÉSTICO,"ALEJANDRO ACHAR CONTRERAS, Y COPROPIETARIOS",2019-11-27,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
815733,AGR͍COLA,SANTIAGO GONZALEZ BETANCOURT,2020-06-22,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
815789,PECUARIO,CARLOS DAMIAN URQUIJO CHAIRA,2020-07-13,ORGANISMO DE CUENCA GOLFO NORTE
815792,AGR͍COLA,"OFELIA MENDOZA CORTES, ALICIA MENDOZA CORTES",2021-02-10,DIRECCIÓN LOCAL MICHOACÁN
815833,DIFERENTES USOS,ALDO FERNANDEZ CASTILLO,2020-02-17,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
815841,AGR͍COLA,ANTONIO GAMA VALENCIA,2020-10-02,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
815878,AGR͍COLA,LEONARDO IBARRA JIMENEZ,2020-01-16,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
815896,AGR͍COLA,ENRIQUE CERVANTES JIMENEZ,2019-12-09,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
815899,AGR͍COLA,ROGELIO MARTINEZ MONTES,2020-06-29,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
815913,AGR͍COLA,ANTONIO GAMA VALENCIA,2020-04-27,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
815922,DOMÉSTICO,RAMON OSCAR GONZALEZ CALVA,2020-06-25,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
815929,AGR͍COLA,EDILBERTO SILVA AVILA,2019-12-02,DIRECCIÓN LOCAL DURANGO
815995,SERVICIOS,"RECURSOS SOLARES P.V. DE MEXICO IV, S.A. DE C.V.",2019-12-16,DIRECCIÓN LOCAL AGUASCALIENTES
815997,SERVICIOS,SINUHE LINO VAZQUEZ,2020-01-09,DIRECCIÓN LOCAL COLIMA
816007,AGR͍COLA,JOSE RAMOS HERRERA,2020-03-13,ORGANISMO DE CUENCA PACÍFICO NORTE
816008,DIFERENTES USOS,DANIEL GOMEZ GONZALEZ,2019-12-16,DIRECCIÓN LOCAL DURANGO
816013,AGR͍COLA,DANIEL GOMEZ GONZALEZ,2020-01-14,DIRECCIÓN LOCAL DURANGO
816020,SERVICIOS,"EJIDO SANTO DOMINGO DEL RIO, MUNICIPIO DE SAN PEDRO TEUTILA, OAXACA",2019-12-09,ORGANISMO DE CUENCA GOLFO CENTRO
816022,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2019-12-09,ORGANISMO DE CUENCA GOLFO CENTRO
816024,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2019-12-09,ORGANISMO DE CUENCA GOLFO CENTRO
816025,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2019-12-05,ORGANISMO DE CUENCA GOLFO CENTRO
816049,AGR͍COLA,CARLOS ALBERTO CAMACHO ALVAREZ,2020-02-27,ORGANISMO DE CUENCA PACÍFICO NORTE
816055,AGR͍COLA,JOSE ANTONIO POSADA CASTRO,2019-12-02,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
816068,AGR͍COLA,LILIA BERTHA SANCHEZ MARTINEZ,2020-05-29,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
816071,PECUARIO,FLORENTINO HERNANDEZ GONZALEZ,2020-07-29,ORGANISMO DE CUENCA GOLFO NORTE
816088,SERVICIOS,"CONSTRUCTORA Y URBANIZADORA ARA, S.A. DE C.V.",2019-11-20,DIRECCIÓN LOCAL QUERÉTARO
816103,SERVICIOS,"CONSTRUCTORA Y URBANIZADORA ARA, S.A. DE C.V.",2019-11-27,DIRECCIÓN LOCAL QUERÉTARO
816104,SERVICIOS,"CONSTRUCTORA Y URBANIZADORA ARA, S.A. DE C.V.",2019-11-19,DIRECCIÓN LOCAL QUERÉTARO
816125,DOMÉSTICO,RENEE CARDONA GUERRERO,2020-03-23,DIRECCIÓN LOCAL TLAXCALA
816207,SERVICIOS,"CELIA RODRIGUEZ HERNANDEZ, LEONARDO ESTRADA PICHARDO",2020-01-16,DIRECCIÓN LOCAL ESTADO DE MÉXICO
816219,SERVICIOS,JUAN RAMON GANEM VARGAS,2019-12-03,ORGANISMO DE CUENCA GOLFO CENTRO
816233,SERVICIOS,DULCE MARIA GARCIA CASTRO,2019-12-05,ORGANISMO DE CUENCA GOLFO CENTRO
816235,AGR͍COLA,ELSA MORALES CANELA,2019-12-11,ORGANISMO DE CUENCA GOLFO CENTRO
816254,PECUARIO,CARLOS ADAME ALFARO,2020-03-18,DIRECCIÓN LOCAL MICHOACÁN
816255,AGR͍COLA,ANA LUISA HUAZANO AVALOS,2019-12-06,DIRECCIÓN LOCAL MICHOACÁN
816257,AGR͍COLA,ANGEL ZAMUDIO CERVANTES,2021-09-07,DIRECCIÓN LOCAL MICHOACÁN
816259,SERVICIOS,CHRISTIAN JANETH GUILLEN AYALA,2021-09-07,DIRECCIÓN LOCAL MICHOACÁN
816262,SERVICIOS,FELICITAS TETATZIN CATZIN,2020-01-17,DIRECCIÓN LOCAL ESTADO DE MÉXICO
816269,SERVICIOS,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO MUNICIPAL DE SAN CRISTOBAL DE LAS CASAS,2020-01-10,ORGANISMO DE CUENCA FRONTERA SUR
816340,AGR͍COLA,MARIA REGINA ARREGUI MENDOZA,2019-12-20,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
816366,AGR͍COLA,RAUL NUÑO GARCIA,2020-08-31,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
816412,SERVICIOS,"MINERA REAL DE ANGELES, S.A. DE C.V.",2020-01-08,DIRECCIÓN LOCAL AGUASCALIENTES
816435,AGR͍COLA,JOSE ANGEL TORRES ZUÑIGA,2019-12-16,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
816447,DOMÉSTICO,FRANCISCO DE SOUZA MACHORRO,2020-02-17,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
816465,SERVICIOS,"TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R.L. DE C.V.",2019-12-17,DIRECCIÓN LOCAL GUANAJUATO
816470,DIFERENTES USOS,ARNULFO MALDONADO GUTIERREZ,2020-07-28,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
816476,SERVICIOS,"TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R.L. DE C.V.",2019-12-19,DIRECCIÓN LOCAL GUANAJUATO
816479,SERVICIOS,"TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R.L. DE C.V.",2019-12-17,DIRECCIÓN LOCAL GUANAJUATO
816482,SERVICIOS,"FERMACA PIPELINE LA LAGUNA, S. DE R.L. DE C.V.",2020-01-10,DIRECCIÓN LOCAL AGUASCALIENTES
816503,AGR͍COLA,ALICIA VENEGAS RICO,2019-12-17,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
816528,AGR͍COLA,RAUL NUÑO GARCIA,2020-03-31,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
816560,SERVICIOS,"FRACCIONAMIENTOS SELECTOS, S.A. DE C.V.",2019-12-19,DIRECCIÓN LOCAL QUERÉTARO
816624,AGR͍COLA,ANA MARIA LOPEZ BEDOYA,2020-02-18,ORGANISMO DE CUENCA PACÍFICO NORTE
816638,DIFERENTES USOS,TERESITA DE JESUS MONTAÑO AVIÑA,2020-02-14,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
816639,SERVICIOS,FERMACA PIPELINE LA LAGUNA S. DE R.L. C.V.,2020-01-13,DIRECCIÓN LOCAL AGUASCALIENTES
816676,SERVICIOS,"CONSTRUCTORA MAEMAR, SA DE CV",2020-01-22,ORGANISMO DE CUENCA GOLFO CENTRO
816678,SERVICIOS,ADRIAN ISMAEL VALI FIGUEROA,2020-06-18,ORGANISMO DE CUENCA GOLFO CENTRO
816679,SERVICIOS,NOUDE CASTILLO CASTELLANOS,2019-12-17,ORGANISMO DE CUENCA GOLFO CENTRO
816733,AGR͍COLA,J.ROSARIO GONZALEZ ASCENCIO,2020-02-20,DIRECCIÓN LOCAL MICHOACÁN
816737,AGR͍COLA,CARLOS ACOSTA RUIZ,2020-01-09,DIRECCIÓN LOCAL MICHOACÁN
816740,AGR͍COLA,JOEL DIAZ GONZALEZ,2020-03-19,DIRECCIÓN LOCAL MICHOACÁN
816747,SERVICIOS,RODOLFO CAMARGO BENITEZ,2020-02-19,DIRECCIÓN LOCAL MICHOACÁN
816749,SERVICIOS,SISTEMA DE AUTOPISTAS AEROPUERTOS SERVICIOS CONEXOS Y AUXILIARES DEL ESTADO DE MEXICO,2021-08-11,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
816757,AGR͍COLA,MA. DOLORES HORTENCIA GARCIA LOPEZ,2020-01-09,DIRECCIÓN LOCAL MICHOACÁN
816771,AGR͍COLA,MARIA RICARDA HERNANDEZ PATRICIO,2020-02-21,DIRECCIÓN LOCAL MICHOACÁN
816779,SERVICIOS,"HERENCIA DE ALLENDE, S.A.P.I. DE C.V.",2019-12-19,DIRECCIÓN LOCAL GUANAJUATO
816824,AGR͍COLA,HECTOR JASSO DURAN,2020-01-16,DIRECCIÓN LOCAL GUANAJUATO
816825,AGR͍COLA,JUAN RIVERA CARDOZA,2019-12-23,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
816842,AGR͍COLA,BONIFACIO MENDOZA CORTES,2020-01-10,DIRECCIÓN LOCAL MICHOACÁN
816854,AGR͍COLA,"UNIDAD DE RIEGO SI, A.C.",2020-04-13,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
816872,AGR͍COLA,JOSE SAMUEL NAVA SANCHEZ,2021-05-17,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
816880,AGR͍COLA,JUAN VICTORIO LOPEZ CARRILLO,2020-03-09,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
816883,AGR͍COLA,"DANIELA SUSANA TREVIÑO MANZANO, MARIA EUGENIA DE JESUS TREVIÑO AGUADO, CELIA AMERICA TREVIÑO AGUADO, EMA NOEMI LIBERTAD TREVIÑO AGUADO, MARIA DEL ROCIO TREVIÑO AGUADO, MARIA SUSANA TREVIÑO AGUADO",2020-01-10,DIRECCIÓN LOCAL MICHOACÁN
816896,SERVICIOS,J. JESUS MUÑOZ NOVELA,2020-02-24,DIRECCIÓN LOCAL COLIMA
816899,AGR͍COLA,JOSE LUIS ASTORGA MERAZ,2021-05-11,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
816907,AGR͍COLA,SOFIA SARIÑANA CARDOZA,2020-12-22,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
816933,AGR͍COLA,EDUARDO MORAN GOYTORTUO,2020-01-08,ORGANISMO DE CUENCA RÍO BRAVO
816938,SERVICIOS,"PROMOTORA RIO BAKER, S.A. DE C.V.",2020-01-17,ORGANISMO DE CUENCA GOLFO CENTRO
816959,DIFERENTES USOS,MOISES MICHEL MEDINA,2020-02-07,DIRECCIÓN LOCAL COLIMA
816960,DIFERENTES USOS,CRISTOBAL RODRIGUEZ MICHEL,2020-02-07,DIRECCIÓN LOCAL COLIMA
816982,AGR͍COLA,OSCAR MANUEL RODRIGUEZ RAMIREZ,2020-11-09,ORGANISMO DE CUENCA FRONTERA SUR
817008,AGR͍COLA,JESUS CASTELLANOS GOMEZ,2020-02-12,DIRECCIÓN LOCAL TABASCO
817023,SERVICIOS,"CASCADAS DE TAMASOPO FORTHER, S.C.P.B.S. DE R.L. DE C.V.",2020-02-12,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
817025,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2021-01-15,ORGANISMO DE CUENCA BALSAS
817028,DOMÉSTICO,EULALIA MARTINEZ OJEDA,2020-08-05,ORGANISMO DE CUENCA BALSAS
817083,SERVICIOS,TRANSPORTADORA DE GAS NATURAL DE ZACATECAS S.A. DE C.V.,2020-02-04,DIRECCIÓN LOCAL AGUASCALIENTES
817095,DOMÉSTICO,"FRANCISCO JOSE MEDINA CHAVEZ, ALBA GUADALUPE FLORES VIZCAINO",2020-09-01,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
817122,AGR͍COLA,JUAN ANTONIO GOMEZ,2020-01-13,DIRECCIÓN LOCAL TABASCO
817129,SERVICIOS,MA. LURDES PALOS LOPEZ,2020-02-14,DIRECCIÓN LOCAL AGUASCALIENTES
817132,DIFERENTES USOS,MARIA DEL SOCORRO SALVATIERRA OROZCO,2020-01-07,DIRECCIÓN LOCAL COLIMA
817137,AGR͍COLA,LORETO DE LA TORRE MORENO,2021-04-19,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
817139,SERVICIOS,"COMUNIDAD EDUCATIVA ENTORNO, S.C.",2020-03-13,DIRECCIÓN LOCAL AGUASCALIENTES
817142,PECUARIO,LUZ DEL CARMEN DE LOS REYES HARO,2020-01-24,ORGANISMO DE CUENCA NOROESTE
817153,AGR͍COLA,EMMA NALLELY AMEZCUA SILVA,2020-07-07,DIRECCIÓN LOCAL COLIMA
817166,SERVICIOS,COMISION CIUDADANA DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE AGUASCALIENTES,2020-05-19,DIRECCIÓN LOCAL AGUASCALIENTES
817173,AGR͍COLA,MA. ANTONIETA MONTES DIAZ,2020-03-11,DIRECCIÓN LOCAL QUERÉTARO
817225,AGR͍COLA,EMILIO ROMAN RODRIGUEZ,2021-06-02,DIRECCIÓN LOCAL ZACATECAS
817226,AGR͍COLA,BERTHA AURORA AIMAR CASTELLANOS,2020-01-15,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
817282,AGR͍COLA,JACOBO ALVARADO BARRON,2020-06-24,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
817294,CONSERVACIÓN ECOLÓGICA,BR CAMALEON S.A. DE C. V.,2020-03-17,DIRECCIÓN LOCAL ESTADO DE MÉXICO
817299,AGR͍COLA,NEMESIO MAYO HERNANDEZ,2020-01-23,DIRECCIÓN LOCAL TABASCO
817300,CONSERVACIÓN ECOLÓGICA,RAFUL RODRIGUEZ PEREZ,2020-05-26,DIRECCIÓN LOCAL ESTADO DE MÉXICO
817304,SERVICIOS,ILSE CAMPA AGUILETA,2020-01-22,ORGANISMO DE CUENCA GOLFO CENTRO
817306,AGR͍COLA,"JOSE ANTONIO GARCIA MARTOS, JOSE AGUSTIN GARCIA CAREAGA, ARTURO RAMIREZ BECERRA",2020-04-22,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
817308,AGR͍COLA,GREGORIO PEREZ CASTRO,2020-06-17,ORGANISMO DE CUENCA GOLFO CENTRO
817324,AGR͍COLA,"LUIS GERARDO TORRES ALVAREZ, ALEJANDRA TORRES ALVAREZ",2020-02-21,DIRECCIÓN LOCAL MICHOACÁN
817334,DIFERENTES USOS,EDUARDO CUATEPOTZO JUAREZ,2020-01-22,DIRECCIÓN LOCAL MICHOACÁN
817335,AGR͍COLA,CARLOS ACOSTA RUIZ,2020-02-18,DIRECCIÓN LOCAL MICHOACÁN
817343,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2020-01-23,DIRECCIÓN LOCAL TABASCO
817352,AGR͍COLA,JOSE ISRAEL VARGAS MAGAÑA,2020-06-24,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
817358,SERVICIOS,MAQUINARIA Y BLOQUERA DE LA CUENCA S.A. DE C.V.,2020-06-18,ORGANISMO DE CUENCA GOLFO CENTRO
817390,SERVICIOS,JESUS ERNESTO GARCIA VELAZQUEZ,2020-01-23,ORGANISMO DE CUENCA GOLFO CENTRO
817407,SERVICIOS,REBECA WRIGHT MADRIGAL GILL,2020-06-24,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
817454,AGR͍COLA,FRANCIA MARITZA LICEA SOLANO,2020-05-21,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
817523,AGR͍COLA,JACOBA HERNANDEZ RAMOS,2020-07-08,ORGANISMO DE CUENCA GOLFO NORTE
817529,AGR͍COLA,EDUARDO MARIN MEJIA,2020-03-02,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
817536,DIFERENTES USOS,RAMIRO FUX FARFAN,2020-06-01,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
817541,SERVICIOS,DIANA LAURA ELIZONDO NARANJO,2020-07-08,ORGANISMO DE CUENCA GOLFO NORTE
817564,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DIRECCION GENERAL DE DESARROLLO CARRETERO,2020-06-05,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
817677,SERVICIOS,ILDEFONSO BELTRAN BARRIOS,2020-04-02,DIRECCIÓN LOCAL ZACATECAS
817681,SERVICIOS,"TAMAZUNCHALE ENERGIA, S.A.P.I. DE C.V.",2020-02-05,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
817702,AGR͍COLA,CRISTEL FLORES GUTIERREZ,2020-08-21,ORGANISMO DE CUENCA GOLFO NORTE
817710,SERVICIOS,HELIOS GENERACION S. DE R.L. DE C.V.,2020-06-10,DIRECCIÓN LOCAL ZACATECAS
817716,SERVICIOS,GUILLERMINA ZAPATA DE LA CRUZ,2020-01-24,DIRECCIÓN LOCAL TABASCO
817725,AGR͍COLA,SEBASTIAN MARQUEZ ARIAS,2020-02-14,DIRECCIÓN LOCAL TABASCO
817734,INDUSTRIAL,PORCELANITE LAMOSA,2020-04-18,DIRECCIÓN LOCAL TLAXCALA
817741,SERVICIOS,JAMILET CASTRO ORTIZ,2020-01-31,DIRECCIÓN LOCAL TABASCO
817750,AGR͍COLA,SERGIO RAFAEL DEL SOCORRO SALAZAR FERNANDEZ,2020-01-30,DIRECCIÓN LOCAL TABASCO
817754,AGR͍COLA,SERGIO RAFAEL DEL SOCORRO SALAZAR FERNANDEZ,2020-02-19,DIRECCIÓN LOCAL TABASCO
817761,AGR͍COLA,JANNET ALEJO HERNANDEZ,2020-04-20,DIRECCIÓN LOCAL TABASCO
817772,AGR͍COLA,DEMETRIO ARTURO RAMOS DOMINGUEZ,2020-02-28,DIRECCIÓN LOCAL TABASCO
817780,AGR͍COLA,SERGIO RAFAEL DEL SOCORRO SALAZAR FERNANDEZ,2021-03-29,DIRECCIÓN LOCAL TABASCO
817781,AGR͍COLA,NANCY PATRICIA BECERRA CHAVEZ,2020-06-25,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
817782,DIFERENTES USOS,JOAQUIN SANCHEZ ONTIVEROS,2020-02-10,DIRECCIÓN LOCAL DURANGO
817785,AGR͍COLA,NANCY PATRICIA BECERRA CHAVEZ,2020-05-01,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
817810,SERVICIOS,TULI ENERGIA S. DE R.L. DE C.V.,2021-05-18,DIRECCIÓN LOCAL ZACATECAS
817822,SERVICIOS,SINDICATO NACIONAL DE TRABAJADORES DE LA SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES SECCION 3,2020-04-21,DIRECCIÓN LOCAL PUEBLA
817836,AGR͍COLA,JAQUELINE ARIAS LIZARRAGA,2020-03-10,ORGANISMO DE CUENCA PACÍFICO NORTE
817842,AGR͍COLA,BRENDA LIZETH TIRADO BELTRAN,2020-02-26,ORGANISMO DE CUENCA PACÍFICO NORTE
817853,AGR͍COLA,"LUIS GERARDO TORRES ALVAREZ, ALEJANDRA TORRES ALVAREZ",2020-02-06,DIRECCIÓN LOCAL MICHOACÁN
817936,SERVICIOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-04-12,ORGANISMO DE CUENCA RÍO BRAVO
817944,PECUARIO,ARTURO MERINO HERNANDEZ,2020-03-20,DIRECCIÓN LOCAL TABASCO
817952,PECUARIO,YADIRA NATALY GUAJARDO VILLAGRANA,2020-07-09,ORGANISMO DE CUENCA GOLFO NORTE
817973,AGR͍COLA,DAMARIS MARTINEZ HERNANDEZ,2020-10-20,DIRECCIÓN LOCAL TABASCO
818013,AGR͍COLA,DOMINGO VALDEZ GONZALEZ,2021-06-03,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
818014,ACUACULTURA,GUSTAVO FIERRO MANZANAREZ,2020-05-25,ORGANISMO DE CUENCA PACÍFICO NORTE
818027,SERVICIOS,MAKOBIL S DE RL DE CV,2021-01-18,ORGANISMO DE CUENCA FRONTERA SUR
818037,AGR͍COLA,"ENRIQUE EMMANUEL OLAZARAN VIERA, JOSE ARNULFO CUMPIAN OLAZARAN",2020-07-20,ORGANISMO DE CUENCA GOLFO NORTE
818041,SERVICIOS,EOLICA GUADALUPE S. DE R.L. DE C.V,2020-08-24,ORGANISMO DE CUENCA GOLFO NORTE
818047,SERVICIOS,"HORUS SOLAR, S.A. DE C.V.",2020-08-04,DIRECCIÓN LOCAL AGUASCALIENTES
818061,AGR͍COLA,JUANA GREGORIA CORNELIO REYNA,2020-12-20,DIRECCIÓN LOCAL TABASCO
818067,PECUARIO,PAULINO SANCHEZ SAGASTEGUI,2020-04-27,ORGANISMO DE CUENCA GOLFO NORTE
818072,PECUARIO,PAULINO SANCHEZ SAGASTEGUI,2020-06-08,ORGANISMO DE CUENCA GOLFO NORTE
818080,SERVICIOS,EOLICA GUADALUPE S. DE R.L. DE C.V,2020-08-17,ORGANISMO DE CUENCA GOLFO NORTE
818081,SERVICIOS,EOLICA GUADALUPE S. DE R.L. DE C.V,2020-08-17,ORGANISMO DE CUENCA GOLFO NORTE
818105,AGR͍COLA,VICTOR AMEZCUA GUZMAN,2020-04-18,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818107,AGR͍COLA,CESAR DE LA BODEGA DIAZ,2021-06-17,DIRECCIÓN LOCAL TABASCO
818116,SERVICIOS,"PATRON SPIRITS MEXICO, S.A. DE C.V.",2021-06-15,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818159,SERVICIOS,ENR AGS SA DE CV,2020-07-29,DIRECCIÓN LOCAL AGUASCALIENTES
818173,SERVICIOS,BENJAMIN MENDEZ TORRANO,2020-02-20,DIRECCIÓN LOCAL TABASCO
818232,AGR͍COLA,ROSA HERNANDEZ SANCHEZ,2020-06-01,ORGANISMO DE CUENCA GOLFO NORTE
818274,AGR͍COLA,VIVIANNE CONSUELO BRAVO PEDRERO,2020-02-25,DIRECCIÓN LOCAL TABASCO
818306,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-02-20,ORGANISMO DE CUENCA BALSAS
818312,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-10-14,ORGANISMO DE CUENCA BALSAS
818330,AGR͍COLA,NORMA ANGELICA SUAREZ OLIVERA,2020-02-27,DIRECCIÓN LOCAL COLIMA
818331,AGR͍COLA,ROBERTO OCHOA GALVAN,2020-02-20,DIRECCIÓN LOCAL COLIMA
818340,SERVICIOS,FERMACA PIPELINE DE OCCIDENTE S. DE R.L. DE C.V.,2020-08-12,DIRECCIÓN LOCAL AGUASCALIENTES
818342,SERVICIOS,CENTURION REAL ESTATES AND RESORTS S DE RL DE CV,2020-02-13,DIRECCIÓN LOCAL GUANAJUATO
818343,AGR͍COLA,MARIA DE LA LUZ FERRER VARGAS,2020-03-05,DIRECCIÓN LOCAL GUANAJUATO
818344,SERVICIOS,"COEUR MEXICANA, S.A. DE C.V.",2020-04-14,DIRECCIÓN LOCAL CHIHUAHUA
