NÚMERO DE ANEXO,TIPO DE DESCARGA,CUERPO RECEPTOR,PROCEDENCIA,AFLUENTE AL QUE SE DESCARGA,CLAVE DE MUNICIPIO,ESTADO,CLAVE DE CUENCA HIDROLÓGICA,FORMA DE DESCARGAR,LONGITUD,LATITUD
1745,SERVICIOS,ARROYO TAMICHILCHI,INSTALACION,ARROYO TAMICHILCHI,12,18,0,LIBRE,-105.10555555555555,105.10555555555555
1746,PUBLICO-URBANO,ARROYO LOS SAUCITOS,CONJUNTO HABITACIONAL FIDEL VELAZQUEZ SANCHEZ,AROYO LOS SAUCITOS,17,18,0,LIBRE,-104.83333333333333,104.83333333333333
1747,SERVICIOS,SUBSUELO,INSTALACIONES,VALLE SANTIAGO-SAN BLAS,15,18,0,INFILTRACION,-105.21888888888888,105.21888888888888
1748,PUBLICO-URBANO,ARROYO CHIQUITO,SERVICIOS MUNICIPALES,ARROYO CHIQUITO,3,18,0,LAGUNA DE OXIDACION,-104.40666666666667,104.40666666666667
1749,PUBLICO-URBANO,ARROYO JALA,SERVICIOS MUNICIPALES A LOS POBLADOS DE JALA Y JOMULCO,RIO AMECA,7,18,0,LAGUNA DE OXIDACION,-104.435,104.435
1750,AGRO-INDUSTRIAL,ARROYO TEPETILTE,INSTALACIONES,RIO JALCOCOTAN,17,18,0,LIBRE,-105.05333333333333,105.05333333333333
1751,DE SERVICIO,ARROYO TIA MARUCHINA,DE UNA ALBERCA,RIO HUICICILA,13,18,0,PERMANENTE,-104.75083333333333,104.75083333333333
1752,AGRICOLA,EL SUELO,INSTALACIONES DE DESPULPE DE CAFE,RIO HUICICILA,4,18,0,INTERMITENTE,-105.02722222222222,105.02722222222222
1753,AGRICOLA,EL SUELO,INSTALACIONES DE DESPULPE DE CAFE,RIO HUICICILA,4,18,0,INTERMITENTE,-105.01666666666667,105.01666666666667
1754,AGRICOLA,EL SUELO,INSTALACIONES DEL DESPULPE DE CAFE,RIO HUICICILA,4,18,0,INTERMITENTE,-105.02777777777777,105.02777777777777
1755,AGRICOLA,EL SUELO,INSTALACIONES DE DESPULPE DE CAFE,RIO HUICICILA,4,18,0,INTERMITENTE,-105.0125,105.0125
1756,AGRICOLA,EL SUELO,INSTALACIONES DE DESPULPE DE CAFE,RIO HUICICILA,4,18,0,INTERMITENTE,-105.02833333333334,105.02833333333334
1757,AGRICOLA,EL SUELO,INSTALACIONES DE DESPULPE DE CAFE,RIO HUICICILA,4,18,0,INTERMITENTE,-105.02388888888889,105.02388888888889
1758,SERVICIOS,RIO MOLOLOA,LAVADO DE PISOS Y SANITARIOS,RIO SANTIAGO,15,18,0,LIBRE CON TUBERIA,-104.83888888888889,104.83888888888889
1759,MUNICIPAL,RIO ACAPONETA,PUBLICO-URBANO,RIO ACAPONETA,1,18,0,LIBRE CON TUBERIA,-105.35805555555555,105.35805555555555
1760,MUNICIPAL,RIO SAN PEDRO,PUBLICO URBANO,RIO SAN PEDRO,11,18,0,LIBRE CON TUBERIA,-105.15611111111112,105.15611111111112
1761,PUBLICO-URBANO,ARROYO TACAMICHI,LAGUNAS DE ESTABILIZACION,RIO ACAPONETA,5,18,0,A CIELO ABIERTO,-105.24083333333333,105.24083333333333
1762,SERVICIOS,SUBSUELO,INSTALACIONES,ACUIFERO VALLE ACAPONETA-CAÑAS,1,18,0,INFILTRACION,-105.39027777777778,105.39027777777778
1763,SERVICIOS,SUBSUELO,UNIDAD DE MEDICINA FAMILIAR,ACUIFERO ZONA PIMIENTILLO,10,18,0,INFILTRACION,-105.40833333333335,105.40833333333335
1764,SERVICIOS,SUBSUELO,INSTALACIONES,RIO SAN PEDRO-TUXPAN,11,18,0,INFILTRACION,-105.18111111111112,105.18111111111112
1765,PUBLICO-URBANO,SUBSUELO,SERVICIOS MUNICIPALES,SUBSUELO,16,18,0,INFILTRACION,-105.41194444444444,105.41194444444444
1766,AGROPECUARIO,ARROYO EL GAVILAN,LAVADO DE CORRALETAS,ARROYO ZAPOTANITO,14,18,0,LIBRE CON TUBERIA,-104.60555555555555,104.60555555555555
1767,AGROPECUARIO,ARROYO ZAPOTANITO,LAVADO DE CORRALETAS,ARROYO ZAPOTANITO,14,18,0,LIBRE CON TUBERIA,-104.60416666666666,104.60416666666666
1768,MUNICIPAL,RIO COMPOSTELA,PUBLICO-URBANO,RIO HUICICILA,4,18,0,LIBRE CON TUBERIA,-104.85,104.85
1769,MUNICIPAL,ARROYO INTERMITENTE,PUBLICO URBANO,RIO AMECA,20,18,0,LIBRE CON TUBERIA,-103.24027777777778,103.24027777777778
1770,MUNICIPAL,RIO IXTLAN,PUBLICO URBANO,RIO AMECA,6,18,0,LIBRE CON TUBERIA,-104.38444444444445,104.38444444444445
1771,MUNICIPAL,ARROYO TORRENCIAL,PUBLICO URBANO,RIO SANTIAGO,8,18,0,LIBRE CON TUBERIA,-104.9,104.9
1772,SERVICIOS,RIO CHIQUITO,ALBERCAS,RIO AMECA,3,18,0,LIBRE CON TUBERIA,-104.40416666666667,104.40416666666667
1773,PECUARIO,DREN S/N AFLUENTE DEL RIO MOLOLOA MARGEN,LAVADO DE CORRALETAS,RIO SANTIAGO,17,18,0,LIBRE CON TUBERIA,-104.85,104.85
1774,INDUSTRIAL,INFILTRACION SUPERFICIAL,"LAVADO, DESPULPADO Y FERMENTACION DE CAF",OCEANO PACIFICO,4,18,0,LIBRE CON TUBERIA,-105.03194444444445,105.03194444444445
1775,SERVICIOS,ARROYO CAMPISTO,ALBERCAS,RIO JALCOCOTAN,12,18,0,LIBRE CON TUBERIA,-105.09833333333333,105.09833333333333
1776,PECUARIO,ARROYO SAN JUAN,LAVADO DE CORRALETAS,RIO JALCOCOTAN,12,18,0,LIBRE CON TUBERIA,-105.10555555555555,105.10555555555555
1777,SERVICIOS,ARROYO ACATIQUE,ALBERCAS,RIO AMECA,2,18,0,LIBRE CON TUBERIA Y REBOSAMIENTO,-104.62083333333332,104.62083333333332
1778,SERVICIOS,SUBSUELO,LAVADO Y ENGRASADO AUTOMOTRIZ,INFILTRACION AL SUBSUELO,8,18,0,INFILTRACION,-104.9,104.9
1779,SERVICIOS,SUBSUELO,SERVICIOS SANITARIOS,ACUIFERO VALLE DE MATATIPAC,8,18,0,INFILTRACION,-104.89250000000001,104.89250000000001
1780,SERVICIOS,SUBSUELO,SERVICIOS SANITARIOS,ACUIFERO VALLE DE MATATIPAC,8,18,0,INFILTRACION,-104.89194444444445,104.89194444444445
1781,PECUARIA,SUBSUELO,LAVADO DE ZAURDAS,INFILTRACION EN EL SUBSUELO,12,18,0,FOSA DE SEDIMENTACION,-105.09888888888888,105.09888888888888
1782,INDUSTRIAL,ACUIFERO VALLE DE MATATIPAC,SERVICIOS SANITARIOS OF. GENERALES,ACUIFERO VALLE DE MATATIPAC,17,18,0,INFILTRACION AL SUBSUELO,-104.86999999999999,104.86999999999999
1783,INDUSTRIAL,ACUIFERO VALLE DE MATATIPAC,SERVICIOS SANITARIOS OF. GENERALES,ACUIFERO VALLE DE MATATIPAC,17,18,0,INFILTRACION AL SUBSUELO,-104.86999999999999,104.86999999999999
1784,INDUSTRIAL,ACUIFERO VALLE DE MATATIPAC,SERVICIOS SANITARIOS OF. GENERALES,ACUIFERO VALLE DE MATATIPAC,17,18,0,INFILTRACION AL SUBSUELO,-104.86944444444444,104.86944444444444
1785,INDUSTRIAL,ACUIFERO VALLE DE MATATIPAC,SERV. SANITARIOS SELEC. Y DESV. TABACOS,ACUIFERO VALLE DE MATATIPAC,17,18,0,INFILTRACION AL SUBSUELO,-104.86888888888888,104.86888888888888
1786,INDUSTRIAL,ACUIFERO VALLE DE MATATIPAC,SERV. SANITARIOS RECEP. TABACO,ACUIFERO VALLE DE MATATIPAC,17,18,0,INFILTRACION AL SUBSUELO,-104.86833333333333,104.86833333333333
1787,SERVICIOS,SUBSUELO,HOTELERIA,SUBSUELO,4,18,0,INFILTRACION,-105.23305555555555,105.23305555555555
1788,SERVICIOS,SUBSUELO,HOTELERIA,SUBSUELO,4,18,0,INFILTRACION,-105.23305555555555,105.23305555555555
1789,SERVICIOS,SUBSUELO,HOTELERIA,SUBSUELO,4,18,0,INFILTRACION,-105.23305555555555,105.23305555555555
1790,SERVICIOS,SUBSUELO,HOTELERIA,SUBSUELO,4,18,0,INFILTRACION,-105.23305555555555,105.23305555555555
1791,SERVICIOS,SUBSUELO,HOTELERIA,SUBSUELO,4,18,0,INFILTRACION,-105.23305555555555,105.23305555555555
1792,SERVICIOS,SUBSUELO,RESTAURANT,RIO SANTIAGO,14,18,0,INFILTRACION,-104.57166666666666,104.57166666666666
1793,SERVICIOS,SUBSUELO,RESTAURANT,RIO SANTIAGO,14,18,0,INFILTRACION,-104.57166666666666,104.57166666666666
1794,AGROINDUSTRIAL,ARROYO LAS CANOAS,DE LA INDUSTRIA DEL CAFE,RIO JALCOCOTAN,12,18,0,POR TUBERIA,-105.10555555555555,105.10555555555555
1795,AGROINDUSTRIAL,SUBSUELO,INSTALACIONES,ARROYO LOS FRESNOS,8,18,0,LAGUNA DE SEDIMENTACION TIPO RUSTICO,-105.01194444444444,105.01194444444444
1796,SERVICIOS,SUBSUELO,BUNGALOWS,ZACUALPAN-LAS VARAS,4,18,0,INFILTRACION,-105.28416666666666,105.28416666666666
1797,SERVICIOS,SUBSUELO,RESTAURANT,RIO SANTIAGO,14,18,0,INFILTRACION,-104.56694444444445,104.56694444444445
1798,SERVICIOS,SUBSUELO,SANITARIOS,ACUIFERO VALLE DE MATATIPAC,17,18,0,INFILTRACION,-104.86722222222221,104.86722222222221
1799,SERVICIOS,SUBSUELO,SANITARIOS,ACUIFERO VALLE DE MATATIPAC,17,18,0,INFILTRACION,-104.86722222222221,104.86722222222221
1800,SIN DATO,RIO,SIN DATO,SIN DATO,48,19,436,SIN DATO,-100.519725,100.519725
1801,SIN DATO,SUELO,SIN DATO,SIN DATO,45,19,435,SIN DATO,-100.29151666666667,100.29151666666667
1802,SIN DATO,RIO,SIN DATO,SIN DATO,10,19,435,SIN DATO,-100.35018916666667,100.35018916666667
1803,SIN DATO,RIO,SIN DATO,SIN DATO,10,19,435,SIN DATO,-100.35018888888888,100.35018888888888
1804,SIN DATO,RIO,SIN DATO,SIN DATO,10,19,435,SIN DATO,-100.35138916666666,100.35138916666666
1805,SIN DATO,RIO,SIN DATO,SIN DATO,20,19,437,SIN DATO,-99.18201666666667,99.18201666666667
1806,SIN DATO,RIO,SIN DATO,SIN DATO,17,19,468,SIN DATO,-100.06119722222222,100.06119722222222
1807,SIN DATO,RIO,SIN DATO,SIN DATO,4,19,436,SIN DATO,-100.01361111111112,100.01361111111112
1808,SIN DATO,RIO,SIN DATO,SIN DATO,36,19,757,SIN DATO,-100.11607222222221,100.11607222222221
1809,SIN DATO,RIO,SIN DATO,SIN DATO,21,19,435,SIN DATO,-100.32023333333333,100.32023333333333
1810,SIN DATO,RIO,SIN DATO,SIN DATO,18,19,435,SIN DATO,-100.56916666666666,100.56916666666666
1811,SIN DATO,SUELO,SIN DATO,SIN DATO,6,19,435,SIN DATO,-100.13397250000001,100.13397250000001
1812,SIN DATO,RIO,SIN DATO,SIN DATO,46,19,435,SIN DATO,-100.30691694444444,100.30691694444444
1813,SIN DATO,RIO,SIN DATO,SIN DATO,6,19,435,SIN DATO,-100.26886111111111,100.26886111111111
1814,SIN DATO,RIO,SIN DATO,SIN DATO,12,19,435,SIN DATO,-100.21006805555555,100.21006805555555
1815,SIN DATO,EMBALSES NATURALES Y ARTIFICIALES,SIN DATO,SIN DATO,39,19,436,SIN DATO,-100.2330225,100.2330225
1816,SIN DATO,RIO,SIN DATO,SIN DATO,26,19,435,SIN DATO,-100.12445027777777,100.12445027777777
1817,SIN DATO,SUELO,SIN DATO,SIN DATO,38,19,436,SIN DATO,-99.98431972222222,99.98431972222222
1818,SIN DATO,RIO,SIN DATO,SIN DATO,49,19,436,SIN DATO,-100.09254722222222,100.09254722222222
1819,SIN DATO,SUELO,SIN DATO,SIN DATO,49,19,436,SIN DATO,-100.0925525,100.0925525
1820,SIN DATO,RIO,SIN DATO,SIN DATO,41,19,435,SIN DATO,-99.96123,99.96123
1821,SIN DATO,SUELO,SIN DATO,SIN DATO,6,19,435,SIN DATO,-100.16000055555556,100.16000055555556
1822,SIN DATO,RIO,SIN DATO,SIN DATO,25,19,435,SIN DATO,-100.22798138888889,100.22798138888889
1823,SIN DATO,SUELO,SIN DATO,SIN DATO,21,19,435,SIN DATO,-100.3180175,100.3180175
1824,SIN DATO,SUELO,SIN DATO,SIN DATO,25,19,435,SIN DATO,-100.22875027777778,100.22875027777778
1825,SIN DATO,SUELO,SIN DATO,SIN DATO,6,19,435,SIN DATO,-100.12969444444444,100.12969444444444
1826,SIN DATO,SUELO,SIN DATO,SIN DATO,25,19,435,SIN DATO,-100.23680583333334,100.23680583333334
1827,SIN DATO,RIO,SIN DATO,SIN DATO,12,19,435,SIN DATO,-100.20024416666666,100.20024416666666
1828,SIN DATO,RIO,SIN DATO,SIN DATO,9,19,436,SIN DATO,-99.92750305555556,99.92750305555556
1829,SIN DATO,SUELO,SIN DATO,SIN DATO,18,19,435,SIN DATO,-100.54805583333334,100.54805583333334
1830,SIN DATO,SUELO,SIN DATO,SIN DATO,19,19,436,SIN DATO,-100.34777805555555,100.34777805555555
1831,SIN DATO,SUELO,SIN DATO,SIN DATO,21,19,435,SIN DATO,-100.34388916666666,100.34388916666666
1832,SIN DATO,RIO,SIN DATO,SIN DATO,6,19,435,SIN DATO,-100.13916694444445,100.13916694444445
1833,SIN DATO,SUELO,SIN DATO,SIN DATO,19,19,436,SIN DATO,-100.41805583333334,100.41805583333334
1834,SIN DATO,SUELO,SIN DATO,SIN DATO,19,19,436,SIN DATO,-100.41619472222223,100.41619472222223
1835,SIN DATO,SUELO,SIN DATO,SIN DATO,25,19,435,SIN DATO,-100.24055611111112,100.24055611111112
1836,SIN DATO,SUELO,SIN DATO,SIN DATO,48,19,436,SIN DATO,-100.34777805555555,100.34777805555555
1837,SIN DATO,SUELO,SIN DATO,SIN DATO,47,19,435,SIN DATO,-100.46666722222223,100.46666722222223
1838,SIN DATO,SUELO,SIN DATO,SIN DATO,26,19,436,SIN DATO,-100.17727805555556,100.17727805555556
1839,SIN DATO,RIO,SIN DATO,SIN DATO,7,19,443,SIN DATO,-99.82666722222221,99.82666722222221
1840,SIN DATO,SUELO,SIN DATO,SIN DATO,25,19,435,SIN DATO,-100.23947277777778,100.23947277777778
1841,SIN DATO,RIO,SIN DATO,SIN DATO,38,19,436,SIN DATO,-99.93583361111112,99.93583361111112
1842,SIN DATO,RIO,SIN DATO,SIN DATO,22,19,436,SIN DATO,-99.69500055555557,99.69500055555557
1843,SIN DATO,RIO,SIN DATO,SIN DATO,30,19,471,SIN DATO,-99.89583361111112,99.89583361111112
1844,SIN DATO,RIO,SIN DATO,SIN DATO,40,19,433,SIN DATO,-99.52333388888889,99.52333388888889
1845,SIN DATO,SUELO,SIN DATO,SIN DATO,12,19,435,SIN DATO,-100.20266694444445,100.20266694444445
1846,SIN DATO,RIO,SIN DATO,SIN DATO,45,19,435,SIN DATO,-100.24947277777778,100.24947277777778
1847,SIN DATO,RIO,SIN DATO,SIN DATO,45,19,435,SIN DATO,-100.24938916666667,100.24938916666667
1848,SIN DATO,SUELO,SIN DATO,SIN DATO,26,19,435,SIN DATO,-100.15001916666667,100.15001916666667
1849,SIN DATO,SUELO,SIN DATO,SIN DATO,48,19,436,SIN DATO,-100.4629225,100.4629225
1850,SIN DATO,SUELO,SIN DATO,SIN DATO,10,19,435,SIN DATO,-100.35425055555555,100.35425055555555
1851,SIN DATO,RIO,SIN DATO,SIN DATO,48,19,436,SIN DATO,-100.51341694444444,100.51341694444444
1852,SIN DATO,RIO,SIN DATO,SIN DATO,45,19,435,SIN DATO,-100.29422277777778,100.29422277777778
1853,SIN DATO,SUELO,SIN DATO,SIN DATO,10,19,435,SIN DATO,-100.37822222222222,100.37822222222222
1854,SIN DATO,SUELO,SIN DATO,SIN DATO,18,19,436,SIN DATO,-100.53027833333333,100.53027833333333
1855,SIN DATO,SUELO,SIN DATO,SIN DATO,31,19,435,SIN DATO,-100.0852225,100.0852225
1856,SIN DATO,SUELO,SIN DATO,SIN DATO,31,19,435,SIN DATO,-100.10916694444444,100.10916694444444
1857,SIN DATO,SUELO,SIN DATO,SIN DATO,38,19,436,SIN DATO,-99.7719725,99.7719725
1858,SIN DATO,SUELO,SIN DATO,SIN DATO,31,19,435,SIN DATO,-100.0833336111111,100.0833336111111
1859,SIN DATO,SUELO,SIN DATO,SIN DATO,31,19,435,SIN DATO,-100.08472222222221,100.08472222222221
1860,SIN DATO,SUELO,SIN DATO,SIN DATO,31,19,435,SIN DATO,-100.08527805555555,100.08527805555555
1861,SIN DATO,RIO,SIN DATO,SIN DATO,33,19,474,SIN DATO,-99.32722249999999,99.32722249999999
1862,PECUARIA,ARROYO SECO,LIMPIEZA DE CORRALETAS PORCINAS,ARROYO POTRERO CHICO,47,19,0,INFILTRACION SUPERFICIAL,-100.46583333333334,100.46583333333334
1863,INDUSTRIAL,ARROYO S/N,PROCESO INDUSTRIAL,RIO PESQUERIA,18,19,0,LIBRE CON TUBERIA,-100.54166666666667,100.54166666666667
1864,INDUSTRIAL,INFILTRACION SUPERFICIAL (CAMPO ABIERTO),PROCESO Y ENFRIAMENTO,SIN DATO,12,19,0,INFILTRACION SUPERFICIAL,-100.22361111111111,100.22361111111111
1865,SERVICIOS,INFILTRACION SUPERFICIAL,SERVICIOS,SIN DATO,50,19,0,FOSA SEPTICA,0.0,0.0
1866,SERVICIOS,INFILTRACION SUPERFICIAL,EXCUSADOS Y LAVABOS,SIN DATO,18,19,0,POZO DE ABSORCION,-100.46111111111111,100.46111111111111
1867,SERVICIOS,INFILTRACION SUPERFICIAL,EXCUSADOS Y LAVABOS,SIN DATO,18,19,0,POZO DE ABSORCION,-100.46111111111111,100.46111111111111
1868,SERVICIOS,INFILTRACION SUPERFICIAL,EXCUSADOS Y LAVABOS,SIN DATO,18,19,0,POZO DE ABSORCION,-100.16111111111111,100.16111111111111
1869,INDUSTRIAL,ARROYO DE AGUA RODADA,"PURGA CALDERAS,TORRES,SERVICIOS,OSMOSIS",RIO SANTA CATARINA,26,19,0,LIBRE CON TUBERIA,-100.155,100.155
1870,INDUSTRIAL,SUELO,PROCESO INDUSTRIAL,INFILTRACION SUPERFICIAL,39,19,0,RIEGO DE AREAS VERDES,-100.2713888888889,100.2713888888889
1871,SERVICIOS,SUELO,SERVICIOS,INFILTRACION SUPERFICIAL,48,19,0,POZO DE ABSORCION,-100.5,100.5
1872,INDUSTRIAL,SUELO,PROCESO,INFILTRACION SUPERFICIAL,18,19,0,RIEGO DE AREAS VERDES,-100.525,100.525
1873,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,9,19,0,LAGUNA DE SEDIMENTACION,-100.0,100.0
1874,PECUARIO,SUELO,LAVADO DE CORRALETAS,INFILTRACION SUPERFICIAL,4,19,0,RIEGO DE PASTIZALES,-100.00694444444444,100.00694444444444
1875,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,9,19,0,LAGUNA DE INFILTRACION,-100.01833333333333,100.01833333333333
1876,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,41,19,0,RIEGO DE PASTIZALES,-100.07,100.07
1877,PECUARIO,ARROYO LOS PIOJOS,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,41,19,0,CANAL REVESTIDO,-100.08611111111111,100.08611111111111
1878,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,47,19,0,RIEGO DE PASTIZALES,-100.44555555555556,100.44555555555556
1879,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,6,19,0,RIEGO DE PRADERAS,-100.24666666666667,100.24666666666667
1880,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,45,19,0,LAGUNA DE INFILTRACION,-100.30111111111111,100.30111111111111
1881,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,45,19,0,POZO DE ABSORCION,-100.24444444444444,100.24444444444444
1882,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,12,19,0,RIEGO DE PASTIZALES,-100.14305555555556,100.14305555555556
1883,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,12,19,0,RIEGO DE PASTIZALES,-100.15416666666667,100.15416666666667
1884,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,41,19,0,RIEGO DE PASTIZALES,-100.16388888888889,100.16388888888889
1885,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,42,19,0,LAGUNA,-99.44305555555556,99.44305555555556
1886,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,16,19,0,RIEGO DE PASTIZALES,-99.90694444444445,99.90694444444445
1887,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,45,19,0,RIEGO DE PASTIZALES,-100.30833333333334,100.30833333333334
1888,SERVICIOS,SUELO,SERVICIOS SANITARIOS,INFILTRACION SUPERFICIAL,48,19,0,POZO DE ABSORCION,-100.45,100.45
1889,SERVICIOS,SUELO,SERVICIOS SANITARIOS,INFILTRACION SUPERFICIAL,48,19,0,FOSA SEPTICA,-100.52166666666666,100.52166666666666
1890,INDUSTRIAL,SUELO,PROCESO INDUSTRIAL,INFILTRACION SUPERFICIAL,10,19,0,FOSA DE ALMACENAMIENTO,-100.3625,100.3625
1891,PECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,6,19,0,RIEGO DE PASTIZALES,-100.24305555555556,100.24305555555556
1892,AGROPECUARIO,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,4,19,0,RIEGO DE PASTIZALES,-100.05138888888888,100.05138888888888
1893,SERVICIOS,RIO PESQUERIA,SERVICIOS,RIO PESQUERIA,6,19,0,TUBERIA CERRADA,-100.28055555555555,100.28055555555555
1894,SERVICIOS,SUELO,SERVICIOS GENERALES,INFILTRACION SUPERFICIAL,5,19,0,RIEGO,-100.15833333333335,100.15833333333335
1895,SERVICIOS,SUELO,SERVICIOS GENERALES,INFILTRACION SUPERFICIAL,48,19,0,RIEGO DE JARDIN,-100.51388888888889,100.51388888888889
1896,INDUSTRIAL,SUELO,PROCESO,INFILTRACION SUPERFICIAL,48,19,0,RIEGO DE JARDIN,-100.51444444444445,100.51444444444445
1897,AGROPECUARIA,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,45,19,0,RIEGO,-100.29722222222222,100.29722222222222
1898,AGROPECUARIA,SUELO,LAVADO DE CORRALES,INFILTRACION SUPERFICIAL,45,19,0,INFILTRACION,-100.29777777777778,100.29777777777778
1899,PUBLICO URBANO,ARROYO LOS ALAMOS,MUNICIPAL,RIO RAMOS,4,19,0,TUBERIA,-100.03888888888889,100.03888888888889
1900,SIN DATO,SUELO,SIN DATO,SIN DATO,293,20,341,SIN DATO,-96.77750027777778,96.77750027777778
1901,SIN DATO,SUELO,SIN DATO,SIN DATO,298,20,340,SIN DATO,-96.40196416666667,96.40196416666667
1902,SIN DATO,RIO,SIN DATO,SIN DATO,336,20,576,SIN DATO,-96.57248638888889,96.57248638888889
1903,SIN DATO,RIO,SIN DATO,SIN DATO,554,20,577,SIN DATO,-96.00760888888888,96.00760888888888
1904,SIN DATO,SUELO,SIN DATO,SIN DATO,505,20,372,SIN DATO,-94.74688888888889,94.74688888888889
1905,SIN DATO,RIO,SIN DATO,SIN DATO,385,20,341,SIN DATO,-96.73341694444444,96.73341694444444
1906,SIN DATO,SUELO,SIN DATO,SIN DATO,103,20,341,SIN DATO,-96.6928063888889,96.6928063888889
1907,SIN DATO,SUELO,SIN DATO,SIN DATO,399,20,341,SIN DATO,-96.7869725,96.7869725
1908,SIN DATO,SUELO,SIN DATO,SIN DATO,515,20,363,SIN DATO,-95.28966694444445,95.28966694444445
1909,SIN DATO,HUMEDAL,SIN DATO,SIN DATO,450,20,343,SIN DATO,-97.4889,97.4889
1910,SIN DATO,SUELO,SIN DATO,SIN DATO,342,20,341,SIN DATO,-96.76148416666666,96.76148416666666
1911,SIN DATO,HUMEDAL,SIN DATO,SIN DATO,297,20,342,SIN DATO,-97.4591363888889,97.4591363888889
1912,SIN DATO,SUELO,SIN DATO,SIN DATO,447,20,328,SIN DATO,-98.07138638888888,98.07138638888888
1913,SIN DATO,RIO,SIN DATO,SIN DATO,224,20,342,SIN DATO,-97.27147277777777,97.27147277777777
1914,SIN DATO,RIO,SIN DATO,SIN DATO,413,20,356,SIN DATO,-96.32527833333333,96.32527833333333
1915,SIN DATO,RIO,SIN DATO,SIN DATO,570,20,341,SIN DATO,-96.76982305555555,96.76982305555555
1916,SIN DATO,SUELO,SIN DATO,SIN DATO,13,20,341,SIN DATO,-96.78055583333334,96.78055583333334
1917,SIN DATO,RIO,SIN DATO,SIN DATO,496,20,576,SIN DATO,-96.41958361111112,96.41958361111112
1918,SIN DATO,RIO,SIN DATO,SIN DATO,6,20,342,SIN DATO,-97.2304575,97.2304575
1919,SIN DATO,RIO,SIN DATO,SIN DATO,532,20,274,SIN DATO,-97.75839777777777,97.75839777777777
1920,SIN DATO,HUMEDAL,SIN DATO,SIN DATO,79,20,367,SIN DATO,-95.21263111111111,95.21263111111111
1921,SIN DATO,HUMEDAL,SIN DATO,SIN DATO,344,20,343,SIN DATO,-96.82214416666666,96.82214416666666
1922,SIN DATO,HUMEDAL,SIN DATO,SIN DATO,59,20,343,SIN DATO,-96.74992555555556,96.74992555555556
1923,SIN DATO,RIO,SIN DATO,SIN DATO,515,20,367,SIN DATO,-95.23167111111111,95.23167111111111
1924,SIN DATO,HUMEDAL,SIN DATO,SIN DATO,515,20,367,SIN DATO,-95.22379444444445,95.22379444444445
1925,SIN DATO,SUELO,SIN DATO,SIN DATO,79,20,367,SIN DATO,-95.20474666666667,95.20474666666667
1926,SIN DATO,SUELO,SIN DATO,SIN DATO,67,20,340,SIN DATO,-96.71852833333334,96.71852833333334
1927,SIN DATO,RIO,SIN DATO,SIN DATO,414,20,337,SIN DATO,-97.92093416666667,97.92093416666667
1928,SIN DATO,SUELO,SIN DATO,SIN DATO,551,20,340,SIN DATO,-96.51116694444444,96.51116694444444
1929,SIN DATO,SUELO,SIN DATO,SIN DATO,67,20,340,SIN DATO,-96.71880583333333,96.71880583333333
1930,SIN DATO,RIO,SIN DATO,SIN DATO,67,20,341,SIN DATO,-96.71444472222223,96.71444472222223
1931,SIN DATO,RIO,SIN DATO,SIN DATO,399,20,341,SIN DATO,-96.77388888888889,96.77388888888889
1932,SIN DATO,SUELO,SIN DATO,SIN DATO,87,20,340,SIN DATO,-96.68980583333334,96.68980583333334
1933,SIN DATO,RIO,SIN DATO,SIN DATO,293,20,341,SIN DATO,-96.79053638888888,96.79053638888888
1934,SIN DATO,SUELO,SIN DATO,SIN DATO,33,20,341,SIN DATO,-96.79069472222223,96.79069472222223
1935,SIN DATO,RIO,SIN DATO,SIN DATO,194,20,364,SIN DATO,-96.16450583333334,96.16450583333334
1936,SIN DATO,RIO,SIN DATO,SIN DATO,174,20,341,SIN DATO,-96.71833333333333,96.71833333333333
1937,SIN DATO,SUELO,SIN DATO,SIN DATO,551,20,340,SIN DATO,-96.5109175,96.5109175
1938,SIN DATO,SUELO,SIN DATO,SIN DATO,551,20,340,SIN DATO,-96.4417225,96.4417225
1939,SIN DATO,SUELO,SIN DATO,SIN DATO,551,20,340,SIN DATO,-96.43877805555556,96.43877805555556
